---,SideL_Tag,SideR_Tag,Ground_Tag,Side,BR,BL,B,L,R,OccupiedCells,Exits,RailClassRef,Diff_Base
BP_Curve_L90_X4_Y4_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_B.SM_Curve_L90_X4_Y4_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_L.SM_Curve_L90_X4_Y4_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_R.SM_Curve_L90_X4_Y4_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=-4,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/BP_Curve_L90_X4_Y4_Z1_Rail.BP_Curve_L90_X4_Y4_Z1_Rail_C',1.25
BP_Curve_L90_Borderless_X1_Y1_Z1_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_B.SM_Curve_L90_X1_Y1_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless/Curve_L90_Borderless_X1_Y1_Z1/BP_Curve_L90_Borderless_X1_Y1_Z1_Rail.BP_Curve_L90_Borderless_X1_Y1_Z1_Rail_C',3.5
BP_Curve_L90_Borderless_X2_Y2_Z1_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_B.SM_Curve_L90_X2_Y2_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=-2,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless/Curve_L90_Borderless_X2_Y2_Z1/BP_Curve_L90_Borderless_X2_Y2_Z1_Rail.BP_Curve_L90_Borderless_X2_Y2_Z1_Rail_C',4.55
BP_Curve_L90_Borderless_X3_Y3_Z1_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_B.SM_Curve_L90_X3_Y3_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=-3,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless/Curve_L90_Borderless_X3_Y3_Z1/BP_Curve_L90_Borderless_X3_Y3_Z1_Rail.BP_Curve_L90_Borderless_X3_Y3_Z1_Rail_C',6.3
BP_Curve_L90_Borderless_X4_Y4_Z1_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_B.SM_Curve_L90_X4_Y4_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=-4,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless/Curve_L90_Borderless_X4_Y4_Z1/BP_Curve_L90_Borderless_X4_Y4_Z1_Rail.BP_Curve_L90_Borderless_X4_Y4_Z1_Rail_C',8.75
BP_Curve_L90_Borderless_Caved_X1_Y1_Z1_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X1_Y1_Z1_Proxy_BR.SM_Curve_L90_Borderless_Caved_X1_Y1_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X1_Y1_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X1_Y1_Z1_Proxy_BL.SM_Curve_L90_Borderless_Caved_X1_Y1_Z1_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X1_Y1_Z1/BP_Curve_L90_Borderless_Caved_X1_Y1_Z1_Rail.BP_Curve_L90_Borderless_Caved_X1_Y1_Z1_Rail_C',1.5
BP_Curve_L90_Borderless_Caved_X2_Y2_Z1_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X2_Y2_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X2_Y2_Z1_Proxy_BR.SM_Curve_L90_Borderless_Caved_X2_Y2_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X2_Y2_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X2_Y2_Z1_Proxy_BL.SM_Curve_L90_Borderless_Caved_X2_Y2_Z1_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=-2,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X2_Y2_Z1/BP_Curve_L90_Borderless_Caved_X2_Y2_Z1_Rail.BP_Curve_L90_Borderless_Caved_X2_Y2_Z1_Rail_C',1.95
BP_Curve_L90_Borderless_Caved_X3_Y3_Z1_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X3_Y3_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X3_Y3_Z1_Proxy_BR.SM_Curve_L90_Borderless_Caved_X3_Y3_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X3_Y3_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X3_Y3_Z1_Proxy_BL.SM_Curve_L90_Borderless_Caved_X3_Y3_Z1_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=-3,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X3_Y3_Z1/BP_Curve_L90_Borderless_Caved_X3_Y3_Z1_Rail.BP_Curve_L90_Borderless_Caved_X3_Y3_Z1_Rail_C',2.7
BP_Curve_L90_Borderless_Caved_X4_Y4_Z1_Rail,None,None,GroundLine_Caved,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X4_Y4_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X4_Y4_Z1_Proxy_BR.SM_Curve_L90_Borderless_Caved_X4_Y4_Z1_Proxy_BR',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X4_Y4_Z1/Proxy/SM_Curve_L90_Borderless_Caved_X4_Y4_Z1_Proxy_BL.SM_Curve_L90_Borderless_Caved_X4_Y4_Z1_Proxy_BL',None,None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=-4,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=2.000000),S180=(Enable=True,Difficulty=2.000000),S270=(Enable=True,Difficulty=2.000000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_Caved/Curve_L90_Borderless_Caved_X4_Y4_Z1/BP_Curve_L90_Borderless_Caved_X4_Y4_Z1_Rail.BP_Curve_L90_Borderless_Caved_X4_Y4_Z1_Rail_C',3.75
BP_Curve_L90_Borderless_I_X1_Y1_Z1_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_B.SM_Curve_L90_X1_Y1_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_R.SM_Curve_L90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_I/Curve_L90_Borderless_I_X1_Y1_Z1/BP_Curve_L90_Borderless_I_X1_Y1_Z1_Rail.BP_Curve_L90_Borderless_I_X1_Y1_Z1_Rail_C',0.5
BP_Curve_L90_Borderless_I_X2_Y2_Z1_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_B.SM_Curve_L90_X2_Y2_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_R.SM_Curve_L90_X2_Y2_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=-2,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_I/Curve_L90_Borderless_I_X2_Y2_Z1/BP_Curve_L90_Borderless_I_X2_Y2_Z1_Rail.BP_Curve_L90_Borderless_I_X2_Y2_Z1_Rail_C',0.65
BP_Curve_L90_Borderless_I_X3_Y3_Z1_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_B.SM_Curve_L90_X3_Y3_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_R.SM_Curve_L90_X3_Y3_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=-3,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_I/Curve_L90_Borderless_I_X3_Y3_Z1/BP_Curve_L90_Borderless_I_X3_Y3_Z1_Rail.BP_Curve_L90_Borderless_I_X3_Y3_Z1_Rail_C',0.9
BP_Curve_L90_Borderless_I_X4_Y4_Z1_Rail,None,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_B.SM_Curve_L90_X4_Y4_Z1_Proxy_B',None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_R.SM_Curve_L90_X4_Y4_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=-4,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_I/Curve_L90_Borderless_I_X4_Y4_Z1/BP_Curve_L90_Borderless_I_X4_Y4_Z1_Rail.BP_Curve_L90_Borderless_I_X4_Y4_Z1_Rail_C',1.25
BP_Curve_L90_Borderless_O_X1_Y1_Z1_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_B.SM_Curve_L90_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X1_Y1_Z1/Proxy/SM_Curve_L90_X1_Y1_Z1_Proxy_L.SM_Curve_L90_X1_Y1_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=-1,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_O/Curve_L90_Borderless_O_X1_Y1_Z1/BP_Curve_L90_Borderless_O_X1_Y1_Z1_Rail.BP_Curve_L90_Borderless_O_X1_Y1_Z1_Rail_C',3.5
BP_Curve_L90_Borderless_O_X2_Y2_Z1_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_B.SM_Curve_L90_X2_Y2_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X2_Y2_Z1/Proxy/SM_Curve_L90_X2_Y2_Z1_Proxy_L.SM_Curve_L90_X2_Y2_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=-2,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_O/Curve_L90_Borderless_O_X2_Y2_Z1/BP_Curve_L90_Borderless_O_X2_Y2_Z1_Rail.BP_Curve_L90_Borderless_O_X2_Y2_Z1_Rail_C',4.55
BP_Curve_L90_Borderless_O_X3_Y3_Z1_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_B.SM_Curve_L90_X3_Y3_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X3_Y3_Z1/Proxy/SM_Curve_L90_X3_Y3_Z1_Proxy_L.SM_Curve_L90_X3_Y3_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=-3,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_O/Curve_L90_Borderless_O_X3_Y3_Z1/BP_Curve_L90_Borderless_O_X3_Y3_Z1_Rail.BP_Curve_L90_Borderless_O_X3_Y3_Z1_Rail_C',6.3
BP_Curve_L90_Borderless_O_X4_Y4_Z1_Rail,Side,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_B.SM_Curve_L90_X4_Y4_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/L90/Normal/Curve_L90_X4_Y4_Z1/Proxy/SM_Curve_L90_X4_Y4_Z1_Proxy_L.SM_Curve_L90_X4_Y4_Z1_Proxy_L',None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=-4,Z=0),Rotation=(Pitch=0.000000,Yaw=-90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/L90/Borderless_O/Curve_L90_Borderless_O_X4_Y4_Z1/BP_Curve_L90_Borderless_O_X4_Y4_Z1_Rail.BP_Curve_L90_Borderless_O_X4_Y4_Z1_Rail_C',8.75
BP_Curve_R90_X1_Y1_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X1_Y1_Z1/Proxy/SM_Curve_R90_X1_Y1_Z1_Proxy_B.SM_Curve_R90_X1_Y1_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X1_Y1_Z1/Proxy/SM_Curve_R90_X1_Y1_Z1_Proxy_L.SM_Curve_R90_X1_Y1_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X1_Y1_Z1/Proxy/SM_Curve_R90_X1_Y1_Z1_Proxy_R.SM_Curve_R90_X1_Y1_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X1_Y1_Z1/BP_Curve_R90_X1_Y1_Z1_Rail.BP_Curve_R90_X1_Y1_Z1_Rail_C',0.5
BP_Curve_R90_X2_Y2_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X2_Y2_Z1/Proxy/SM_Curve_R90_X2_Y2_Z1_Proxy_B.SM_Curve_R90_X2_Y2_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X2_Y2_Z1/Proxy/SM_Curve_R90_X2_Y2_Z1_Proxy_L.SM_Curve_R90_X2_Y2_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X2_Y2_Z1/Proxy/SM_Curve_R90_X2_Y2_Z1_Proxy_R.SM_Curve_R90_X2_Y2_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=1,Y=2,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X2_Y2_Z1/BP_Curve_R90_X2_Y2_Z1_Rail.BP_Curve_R90_X2_Y2_Z1_Rail_C',0.65
BP_Curve_R90_X3_Y3_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X3_Y3_Z1/Proxy/SM_Curve_R90_X3_Y3_Z1_Proxy_B.SM_Curve_R90_X3_Y3_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X3_Y3_Z1/Proxy/SM_Curve_R90_X3_Y3_Z1_Proxy_L.SM_Curve_R90_X3_Y3_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X3_Y3_Z1/Proxy/SM_Curve_R90_X3_Y3_Z1_Proxy_R.SM_Curve_R90_X3_Y3_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=2,Y=3,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X3_Y3_Z1/BP_Curve_R90_X3_Y3_Z1_Rail.BP_Curve_R90_X3_Y3_Z1_Rail_C',0.9
BP_Curve_R90_X4_Y4_Z1_Rail,Side,Side,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X4_Y4_Z1/Proxy/SM_Curve_R90_X4_Y4_Z1_Proxy_B.SM_Curve_R90_X4_Y4_Z1_Proxy_B',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X4_Y4_Z1/Proxy/SM_Curve_R90_X4_Y4_Z1_Proxy_L.SM_Curve_R90_X4_Y4_Z1_Proxy_L',/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X4_Y4_Z1/Proxy/SM_Curve_R90_X4_Y4_Z1_Proxy_R.SM_Curve_R90_X4_Y4_Z1_Proxy_R',"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=3,Y=4,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X4_Y4_Z1/BP_Curve_R90_X4_Y4_Z1_Rail.BP_Curve_R90_X4_Y4_Z1_Rail_C',1.25
BP_Curve_R90_Borderless_X1_Y1_Z1_Rail,None,None,GroundLine,None,None,None,/Script/Engine.StaticMesh'/Game/Item/Rail/Curve/R90/Normal/Curve_R90_X1_Y1_Z1/Proxy/SM_Curve_R90_X1_Y1_Z1_Proxy_B.SM_Curve_R90_X1_Y1_Z1_Proxy_B',None,None,"((X=0,Y=0,Z=0))","((ExitIndex=0,Location=(X=0,Y=1,Z=0),Rotation=(Pitch=0.000000,Yaw=90.000000,Roll=0.000000),DefaultSpin="""",SpinConfig=(S0=(Enable=True,Difficulty=1.000000),S90=(Enable=True,Difficulty=1.500000),S180=(Enable=True,Difficulty=1.500000),S270=(Enable=True,Difficulty=1.500000))))",/Script/Engine.BlueprintGeneratedClass'/Game/Item/Rail/Curve/R90/Borderless/Curve_R90_Borderless_X1_Y1_Z1/BP_Curve_R90_Borderless_X1_Y1_Z1_Rail.BP_Curve_R90_Borderless_X1_Y1_Z1_Rail_C',3.5
